GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "10003","New Castle, DE",2,CAEMP25N,2011,"...","    State government","Number of jobs",17557,18091,17882,17567,17551,18894,18728,19026,18653,18876,18512,19056,19151,19175,18458,18618,18566,18664
 "10003","New Castle, DE",2,CAEMP25N,2012,"...","    Local government","Number of jobs",13393,13336,13635,13921,14379,13815,13908,14088,14302,14596,14805,14856,14887,14967,15095,15350,15439,15443
 "10005","Sussex, DE",2,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",84189,86398,88041,92722,96294,99124,101401,100866,98324,98906,97969,99187,101265,104963,108270,112156,115275,118768
 "10005","Sussex, DE",2,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",66569,68105,68677,71855,73795,75656,76101,76178,73884,74406,72514,73452,74950,77515,79767,82970,84776,87324
 "10005","Sussex, DE",2,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",17620,18293,19364,20867,22499,23468,25300,24688,24440,24500,25455,25735,26315,27448,28503,29186,30499,31444
 "10005","Sussex, DE",2,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",1297,1175,1080,1042,1023,988,1069,1031,988,993,955,924,936,917,925,904,886,885
 "10005","Sussex, DE",2,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",16323,17118,18284,19825,21476,22480,24231,23657,23452,23507,24500,24811,25379,26531,27578,28282,29613,30559
 "10005","Sussex, DE",2,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",2045,1920,1734,1692,1668,1687,1730,1622,1578,1642,1587,1891,1797,1894,1839,2090,1935,1801
 "10005","Sussex, DE",2,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",82144,84478,86307,91030,94626,97437,99671,99244,96746,97264,96382,97296,99468,103069,106431,110066,113340,116967
 "10005","Sussex, DE",2,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",74349,76653,78537,83069,86300,88774,90640,90069,87453,87810,86918,87636,89722,93176,96424,99930,103140,106766
 "10005","Sussex, DE",2,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),550,554,653,653,667,690,707,(D),(D),700
 "10005","Sussex, DE",2,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),66,101,76,116,105,239,297,(D),(D),108
 "10005","Sussex, DE",2,CAEMP25N,300,"22","   Utilities","Number of jobs",(D),345,355,353,371,381,(D),400,(D),(D),(D),(D),(D),(D),(D),379,342,324
 "10005","Sussex, DE",2,CAEMP25N,400,"23","   Construction","Number of jobs",7793,7726,8473,9616,10614,10939,9976,8871,7461,7226,7068,6884,7334,7621,7906,8292,8619,9063
 "10005","Sussex, DE",2,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",12045,(D),11611,11946,13141,(D),13515,13250,12440,11900,9804,9784,9621,10133,10095,10234,(D),(D)
 "10005","Sussex, DE",2,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",(D),1504,1478,1536,1619,1747,(D),1695,(D),(D),(D),(D),(D),(D),(D),2278,2279,2254
 "10005","Sussex, DE",2,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",12866,13243,13325,13454,13364,13523,14462,14260,13952,14066,14420,14157,14608,14820,15138,15202,15100,15339
 "10005","Sussex, DE",2,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",(D),2076,2147,2237,2146,2324,(D),2436,(D),(D),(D),(D),(D),(D),(D),2427,2811,3175
 "10005","Sussex, DE",2,CAEMP25N,900,"51","   Information","Number of jobs",649,632,629,609,687,717,733,754,716,768,803,779,812,844,814,816,894,909
 "10005","Sussex, DE",2,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",(D),3497,3767,3736,2563,2621,3193,3591,4012,4219,4130,4159,3959,3860,4090,4414,4585,4650
 "10005","Sussex, DE",2,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",(D),4354,4799,5452,6293,6759,7107,7114,6791,6974,7236,7199,7294,7357,7699,7914,8247,8525
 "10005","Sussex, DE",2,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",(D),(D),(D),(D),(D),(D),(D),3661,3575,3636,3646,3877,4168,4406,4634,4522,(D),(D)
 "10005","Sussex, DE",2,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",(D),(D),(D),(D),(D),(D),(D),280,210,204,238,250,266,274,353,441,(D),(D)
 "10005","Sussex, DE",2,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",3677,3854,(D),4145,4620,4824,4990,5066,5168,4953,4995,4894,5404,5668,5695,6652,7303,7872
 "10005","Sussex, DE",2,CAEMP25N,1500,"61","   Educational services","Number of jobs",415,456,515,529,588,606,599,648,667,604,600,645,726,750,759,858,862,880
 "10005","Sussex, DE",2,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",7737,8160,8425,8904,9169,9554,9723,10035,10277,10588,10978,11471,11420,11787,12378,12979,13503,13344
 "10005","Sussex, DE",2,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",(D),(D),1663,(D),1858,(D),1950,1885,2038,2060,2208,2336,2329,2573,2547,2574,2840,2977
 "10005","Sussex, DE",2,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",(D),(D),8321,(D),9090,(D),9228,9498,9677,10007,9832,10100,10542,11275,11866,12571,13103,13856
 "10005","Sussex, DE",2,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",4727,5308,5540,5725,5889,6051,6120,6033,5781,5831,5917,5987,5994,6198,6421,6411,6464,6519
 "10005","Sussex, DE",2,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",7795,7825,7770,7961,8326,8663,9031,9175,9293,9454,9464,9660,9746,9893,10007,10136,10200,10201
 "10005","Sussex, DE",2,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",528,542,529,517,540,554,556,549,565,656,549,532,513,521,558,575,600,631
 "10005","Sussex, DE",2,CAEMP25N,2002,"...","   Military","Number of jobs",1086,1112,1154,1098,1041,1033,1090,1113,1135,1172,1206,1257,1292,1289,1284,1271,1295,1266
 "10005","Sussex, DE",2,CAEMP25N,2010,"...","   State and local","Number of jobs",6181,6171,6087,6346,6745,7076,7385,7513,7593,7626,7709,7871,7941,8083,8165,8290,8305,8304
 "10005","Sussex, DE",2,CAEMP25N,2011,"...","    State government","Number of jobs",1839,1790,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10005","Sussex, DE",2,CAEMP25N,2012,"...","    Local government","Number of jobs",4342,4381,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
"Note: See the included footnote file."
"CAEMP25N: Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"Last updated: November 14, 2019-- new statistics for 2018; revised statistics for 2001-2017. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
